,accu,pre_micro,recall_micro,f1_micro,pre_macro,recall_macro,f1_macro
0,0.7574750830564784,0.814291866617448,0.7624135944700461,0.7874992562622718,0.6326330789886301,0.48216741289188914,0.5152849277788857
1,0.7961424880029531,0.8543435462040113,0.7999135944700461,0.826233117153567,0.7560075054312886,0.6020744070026787,0.6470316935522011
2,0.8085701981050818,0.8673864894795127,0.8121255760368664,0.8388469090260011,0.807668957372245,0.6420147894573001,0.6874171491615655
3,0.8107542758705549,0.8695705672449858,0.8141705069124424,0.8409591241744512,0.8333919603721429,0.6680184220122328,0.7162523315730611
4,0.8124769287559985,0.8710163652024118,0.8155241935483871,0.8423573511037069,0.8461276906676114,0.684218185593049,0.7312039856689561
5,0.8112772240679217,0.8702473237356958,0.8148041474654378,0.8416136133753793,0.8412136699364564,0.6820874223726037,0.7299975664542292
6,0.8104158976251999,0.8694167589516427,0.8140264976958526,0.8408103766287855,0.8367041326032187,0.6785134691623249,0.7263547141022961
7,0.8099852344038391,0.8690783807062877,0.8137096774193548,0.8404831320283216,0.8484423497491832,0.6871635619367733,0.7357297772165929
8,0.8115540789959395,0.8708625569090686,0.8153801843317973,0.8422086035580413,0.8486385856356781,0.674304768922144,0.7243481375363047
9,0.8097699027931586,0.8688630490956072,0.813508064516129,0.8402748854643898,0.8452308670023553,0.6766168893019114,0.7241571348447099
10,0.8099852344038391,0.8690783807062877,0.8137096774193548,0.8404831320283216,0.8538410679828934,0.6760693474519427,0.72527029874765
11,0.8103236126491941,0.8695090439276486,0.8141129032258064,0.840899625156185,0.8490474332116345,0.6794746837125664,0.7275784532940092
12,0.8121385505106435,0.871416266765104,0.8158986175115207,0.8427440947224372,0.8284872106942774,0.6798168388156189,0.722997207973632
13,0.8122615971453181,0.8713239817890981,0.8158122119815668,0.8426548461950378,0.8441062927171946,0.6766274291077535,0.7224007377665307
14,0.8113079857265904,0.8707702719330627,0.8152937788018433,0.842119355030642,0.8652491453629042,0.685754420026861,0.738322456362217
15,0.8132152085640457,0.8726467331118494,0.8170506912442397,0.843934075087761,0.8301451512759065,0.6809802625284831,0.7279892888713305
16,0.8112772240679217,0.8705857019810508,0.8151209677419354,0.8419408579758434,0.8389467623237984,0.6837533674371403,0.7309085758861923
17,0.8092777162544604,0.8683093392395718,0.8129896313364056,0.839739394299994,0.8408960654858614,0.6671585963160744,0.7168761881354101
18,0.8118001722652886,0.8710471268610803,0.8155529953917051,0.84238710061284,0.8464391883054068,0.6744172476375191,0.7236377327614653
19,0.8113079857265904,0.8704318936877077,0.8149769585253456,0.8417921104301779,0.837780060144576,0.6733581564751963,0.7223398583247433
