,accu,pre_micro,recall_micro,f1_micro,pre_macro,recall_macro,f1_macro
0,0.12264673311184938,0.13193675402977728,0.12353110599078342,0.1275956446718629,0.038347908687168475,0.018823794321349972,0.008717886561349853
1,0.36191091423649563,0.39021164021164023,0.36535138248847926,0.37737252335336463,0.19907535032120222,0.1787129248372832,0.14490452964466827
2,0.4947397563676633,0.5392211148025101,0.5048675115207373,0.5214791455940977,0.3518372436401399,0.3223487891753348,0.28514289078915905
3,0.5755813953488372,0.6232927279438908,0.5835829493087558,0.6027845540548581,0.4374097508783727,0.42054036575701803,0.3850269050881775
4,0.6262458471760798,0.6769102990033222,0.6337845622119815,0.6546379484738502,0.47973330092252053,0.48543699089134257,0.4507157241763563
5,0.6598991017595669,0.7121016365202412,0.666733870967742,0.6886713869221157,0.5401614203871936,0.5330117919522509,0.5019558468583025
6,0.6819244493663098,0.7346806939830196,0.6878744239631336,0.7105075266258106,0.5969947742013115,0.5592544491174457,0.5371072255788054
7,0.7028423772609819,0.7567675649070998,0.7085541474654378,0.731867674183376,0.6173223436965939,0.5906234483919096,0.5702362850943071
8,0.714316475944383,0.7687030884705304,0.719729262672811,0.7434104837270185,0.6365211581790071,0.6121856704328341,0.5962913034841928
9,0.7260366678971331,0.7804848037406177,0.7307603686635945,0.7548045457249956,0.651684701604814,0.626834709528927,0.6142284294413822
10,0.735911160329765,0.7906361511012674,0.7402649769585253,0.7646218837389184,0.6723074694152061,0.63916739252103,0.6335932453417438
11,0.7412636889381076,0.7960194413682786,0.7453052995391705,0.7698280478372107,0.6775393321843596,0.641271414138807,0.6373466219890043
12,0.7479697305278701,0.8030330995447275,0.7518721198156681,0.7766109359195573,0.7001973579539058,0.6554094023274559,0.6555752198253132
13,0.7517841762027808,0.8069705918543127,0.7555587557603687,0.7804188730885939,0.7104720463820671,0.6566989263890144,0.6612383410037681
14,0.7594130675526024,0.8149378614494893,0.7630184331797235,0.7881239959540667,0.7223899238969268,0.6662653597282807,0.6725872471722781
15,0.7628583733234896,0.8182908822443706,0.7661578341013825,0.7913666924495747,0.7319734359460636,0.6640289994710007,0.6762403618100897
16,0.7655961609449982,0.8211517165005537,0.7688364055299539,0.7941333967989529,0.737496486908267,0.6662649838111611,0.6822013579291981
17,0.7686723268118617,0.8244124523194291,0.771889400921659,0.7972868447670615,0.7511690811978562,0.6734121587988415,0.6893650519998374
18,0.7700566014519503,0.8258582502768549,0.7732430875576037,0.798685071696317,0.7538078482471205,0.6758685195220688,0.6921179051912609
19,0.7705795496493171,0.826442721791559,0.7737903225806452,0.7992503123698459,0.7473329442626208,0.6774007608933107,0.6913165456611869
20,0.7761166482096714,0.8321951519625939,0.779176267281106,0.8048134705777354,0.7637489761283474,0.6787548808015255,0.6975504447560921
21,0.7766395964070383,0.8327488618186293,0.7796947004608294,0.8053489617421312,0.772292697865869,0.6755774931265063,0.6982918667428114
22,0.7772855912390796,0.8334256183093393,0.7803283410138249,0.8060034509430595,0.7673511087734315,0.6764197692575179,0.6994670182669291
23,0.780115663836594,0.8361634059308478,0.7828917050691244,0.8086511572559053,0.779393140932783,0.6780961190819367,0.7040196085966169
24,0.7803002337886059,0.8364094992001969,0.7831221198156681,0.80888915332897,0.7730299048383046,0.6760500548759344,0.6991383597896994
25,0.7820844099913867,0.838501291989664,0.7850806451612903,0.8109121199500208,0.7744026334681745,0.6777203109355227,0.7015719694960186
26,0.7828842131167713,0.8393010951150486,0.7858294930875576,0.8116856071874814,0.7728623583768012,0.6782185252950571,0.7035682078752895
27,0.783407161314138,0.8395779500430663,0.7860887096774194,0.8119533527696794,0.7840038471302654,0.6778073037027906,0.705883520201935
28,0.7840531561461794,0.8403777531684509,0.7868375576036867,0.8127268400071399,0.784401512523646,0.6783890244708687,0.7064028138153603
29,0.7858680940076289,0.842223452688569,0.788565668202765,0.8145118105551259,0.7825063546755264,0.6852664919649871,0.711154583938172
