,accu,pre_micro,recall_micro,f1_micro,pre_macro,recall_macro,f1_macro
0,0.05653992863295189,0.0586317214224191,0.0548963133640553,0.05670256440768727,0.0010347424629573176,0.005983116132566536,0.0015286467111924073
1,0.14408760920388827,0.1598375784422296,0.14965437788018432,0.154578449455584,0.02100588232699602,0.03898082727204508,0.016237018143510466
2,0.4647163775070752,0.5031069275255322,0.4710541474654378,0.48655322187183914,0.2820848875869329,0.3050966685475823,0.2525349559117928
3,0.6391042204995694,0.6871539313399778,0.6433755760368663,0.6645445350151722,0.47200242578271784,0.4930246640782042,0.45329622198669917
4,0.6760797342192691,0.7274209425372216,0.6810771889400922,0.7034866424703992,0.553007647313912,0.5372899007525949,0.5259391743815005
5,0.7048726467331119,0.7566137566137566,0.7084101382488479,0.7317189266377105,0.5875254402791775,0.5524167245824075,0.5529892054632686
6,0.7119170665682294,0.7641811246462409,0.7154953917050692,0.7390373058844528,0.6098457006109216,0.5604248273642118,0.56819230736219
7,0.7257290513104466,0.7793773840285468,0.7297235023041475,0.7537335633962039,0.6217048954755936,0.5738317152782182,0.5845342984267017
8,0.7249600098437308,0.7791005291005291,0.7294642857142857,0.7534658178140061,0.630915736127637,0.5708948844054047,0.5848806253698562
9,0.7307432016734342,0.7847914359542266,0.7347926267281106,0.7589694770036295,0.6444320645651783,0.5729764565991624,0.591568457646659
10,0.732281284606866,0.7869447520610311,0.7368087557603686,0.7610519426429464,0.645272510033255,0.57542757270686,0.5916216541262478
11,0.7319121447028424,0.7867294204503507,0.7366071428571429,0.7608436960790147,0.6565134296411741,0.5792596940729108,0.5967532163532806
12,0.7337270825642919,0.7887904515811492,0.738536866359447,0.7628369131909324,0.6519065000454995,0.5816212669253784,0.6002899608974863
13,0.7366186784791436,0.7917435708133382,0.7413018433179723,0.7656928660677098,0.6763647880394945,0.5786519245819267,0.6068886312926794
14,0.7396640826873385,0.7953119232189,0.7446428571428572,0.7691438091271494,0.659959746911221,0.5757916000203758,0.6004616937914411
15,0.738525901316599,0.7935892703334564,0.7430299539170507,0.767477836615696,0.6613442109078562,0.585187829887667,0.6074604413038186
16,0.7368340100898241,0.7922357573520364,0.7417626728110599,0.7661688582138395,0.6693345367882737,0.58233498711615,0.6081813662951765
17,0.739541036052664,0.7947582133628646,0.7441244239631336,0.7686083179627535,0.6598244281880595,0.5855189405304813,0.6050706360647039
18,0.7424633936261843,0.7971883843976867,0.7463997695852534,0.7709585291842684,0.677534356014071,0.5867545549766987,0.6151394676207042
19,0.7396640826873385,0.7948812599975391,0.7442396313364056,0.7687273159992861,0.6781409829703694,0.5896022749157499,0.6123812648716087
20,0.7450473729543498,0.8002645502645502,0.7492799539170507,0.7739334800975783,0.6997065415987683,0.5934874203437405,0.6263551111946557
21,0.7439399532422788,0.7990956072351422,0.7481854838709677,0.7728029987505206,0.6954919092203085,0.5818190157210117,0.6172527504516573
22,0.7434785283622493,0.7994955087978344,0.7485599078341014,0.7731897423692509,0.6956806037894566,0.5894074267013437,0.6188103363246752
23,0.7424633936261843,0.7973729543496986,0.7465725806451613,0.771137026239067,0.6955425301867383,0.5906329214033534,0.6208946274074972
24,0.7397563676633444,0.7951581149255568,0.7444988479262673,0.7689950615814839,0.6833525962521717,0.5874520410899392,0.6184079297021082
25,0.7448012796850007,0.8003568352405561,0.7493663594470046,0.7740227286249777,0.7057848082445497,0.5879548664435366,0.6246671015071269
26,0.7435708133382551,0.7988495139657931,0.747955069124424,0.7725650026774559,0.7025762347566685,0.5924495719829824,0.628785634248818
27,0.7429863418235512,0.7982958041097576,0.7474366359447004,0.77202951151306,0.7003230935362407,0.5938700704258376,0.6291193697400734
28,0.7394487510766581,0.7944813584348468,0.7438652073732719,0.7683405723805558,0.6946593538061737,0.5888919922963427,0.6222919083606204
29,0.7416635905007998,0.7974960009843731,0.7466877880184332,0.7712560242755995,0.7100557254097933,0.5899704940327991,0.6249436808153553
